name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking,cuisine_count,area_popularity,cost_numeric,cost_category,restaurant_type
Hanging Spoon Restaurant & Cafe,"North Indian, Chinese, Fast Food",₹700 for two,3.5,jabalpur,napier-town,https://www.zomato.com/jabalpur/hanging-spoon-restaurant-cafe-garha/info,Open,Yes,No,3,18,700,Medium,Premium
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,napier-town,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,Yes,Yes,2,18,700,Medium,Premium
Starbucks Coffee,"Coffee, Cafe, Beverages",₹900 for two,4.5,jabalpur,napier-town,https://www.zomato.com/jabalpur/starbucks-coffee-rampur/info,Closed,No,Yes,3,18,900,Medium,Premium
Haldiram's Restaurant,"North Indian, Fast Food, South Indian, Desserts, Healthy Food, Mithai",₹400 for two,3.2,jabalpur,napier-town,https://www.zomato.com/jabalpur/haldirams-restaurant-napier-town/info,Open,Yes,Yes,6,18,400,Low,Casual
Jacksons Back In Time,"North Indian, Chinese, Mughlai, Kebab, Continental","₹1,500 for two",4.7,jabalpur,napier-town,https://www.zomato.com/jabalpur/jacksons-back-in-time-civil-lines/info,Open,No,Yes,5,18,1500,High,Luxury
HYTTE,"North Indian, Continental, Italian, Seafood, Biryani, Fast Food, Desserts","₹1,000 for two",,jabalpur,napier-town,https://www.zomato.com/jabalpur/hytte-napier-town/info,Open,Yes,No,7,18,1000,Medium,Premium
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages",₹300 for two,4.5,jabalpur,napier-town,https://www.zomato.com/jabalpur/pizza-hut-vijay-nagar/info,Open,No,Yes,4,18,300,Low,Casual
House Of Blends,"Cafe, Coffee, Chinese, North Indian, Continental, Fast Food, Pizza, Bakery",₹600 for two,4.3,jabalpur,napier-town,https://www.zomato.com/jabalpur/house-of-blends-wright-town/info,Open,No,Yes,8,18,600,Low,Casual
Royal Food Factory,"Chinese, Fast Food, Beverages, Pizza",₹400 for two,3,jabalpur,napier-town,https://www.zomato.com/jabalpur/royal-food-factory-vijay-nagar/info,Open,Yes,Yes,4,18,400,Low,Casual
Hanging Spoon Restaurant & Cafe,"North Indian, Chinese, Fast Food",₹700 for two,3.5,jabalpur,napier-town,https://www.zomato.com/jabalpur/hanging-spoon-restaurant-cafe-garha/info,Open,Yes,No,3,18,700,Medium,Premium
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,napier-town,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,No,No,2,18,700,Medium,Premium
Haldiram's Restaurant,"North Indian, Fast Food, South Indian, Desserts, Healthy Food, Mithai",₹400 for two,3.2,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/haldirams-restaurant-napier-town/info,Open,Yes,Yes,6,36,400,Low,Casual
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages",₹300 for two,4.5,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/pizza-hut-vijay-nagar/info,Open,No,Yes,4,36,300,Low,Casual
House Of Blends,"Cafe, Coffee, Chinese, North Indian, Continental, Fast Food, Pizza, Bakery",₹600 for two,4.3,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/house-of-blends-wright-town/info,Open,Yes,Yes,8,36,600,Low,Casual
Royal Food Factory,"Chinese, Fast Food, Beverages, Pizza",₹400 for two,3,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/royal-food-factory-vijay-nagar/info,Open,Yes,Yes,4,36,400,Low,Casual
Hanging Spoon Restaurant & Cafe,"North Indian, Chinese, Fast Food",₹700 for two,3.5,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/hanging-spoon-restaurant-cafe-garha/info,Open,Yes,Yes,3,36,700,Medium,Premium
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,Yes,Yes,2,36,700,Medium,Premium
Hotel Vijan Palace,"Mughlai, North Indian, Street Food, Chinese, Fast Food",₹500 for two,3.8,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/hotel-vijan-palace-ganjipura/info,Closed,Yes,No,5,36,500,Low,Casual
Indian Coffee House,"North Indian, Chinese, South Indian, Mughlai, Street Food, Sandwich, Beverages",₹450 for two,3.1,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/indian-coffee-house-2-napier-town/info,Closed,Yes,Yes,7,36,450,Low,Casual
Sagar Ratna,"South Indian, North Indian, Chinese",₹400 for two,3.9,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/sagar-ratna-wright-town/info,Open,Yes,No,3,36,400,Low,Casual
Haldiram's Restaurant,"North Indian, Fast Food, South Indian, Desserts, Healthy Food, Mithai",₹400 for two,3.2,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/haldirams-restaurant-napier-town/info,Open,No,Yes,6,36,400,Low,Casual
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages",₹300 for two,4.5,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/pizza-hut-vijay-nagar/info,Open,No,No,4,36,300,Low,Casual
House Of Blends,"Cafe, Coffee, Chinese, North Indian, Continental, Fast Food, Pizza, Bakery",₹600 for two,4.3,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/house-of-blends-wright-town/info,Open,No,No,8,36,600,Low,Casual
Royal Food Factory,"Chinese, Fast Food, Beverages, Pizza",₹400 for two,3,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/royal-food-factory-vijay-nagar/info,Open,No,Yes,4,36,400,Low,Casual
Hanging Spoon Restaurant & Cafe,"North Indian, Chinese, Fast Food",₹700 for two,3.5,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/hanging-spoon-restaurant-cafe-garha/info,Open,Yes,No,3,36,700,Medium,Premium
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,Yes,Yes,2,36,700,Medium,Premium
Hotel Vijan Palace,"Mughlai, North Indian, Street Food, Chinese, Fast Food",₹500 for two,3.8,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/hotel-vijan-palace-ganjipura/info,Closed,No,No,5,36,500,Low,Casual
Indian Coffee House,"North Indian, Chinese, South Indian, Mughlai, Street Food, Sandwich, Beverages",₹450 for two,3.1,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/indian-coffee-house-2-napier-town/info,Open,Yes,No,7,36,450,Low,Casual
Sagar Ratna,"South Indian, North Indian, Chinese",₹400 for two,3.9,jabalpur,vijay-nagar,https://www.zomato.com/jabalpur/sagar-ratna-wright-town/info,Open,No,No,3,36,400,Low,Casual
Starbucks Coffee,"Coffee, Cafe, Beverages",₹900 for two,4.5,jabalpur,civil-lines,https://www.zomato.com/jabalpur/starbucks-coffee-rampur/info,Open,Yes,Yes,3,54,900,Medium,Premium
Haldiram's Restaurant,"North Indian, Fast Food, South Indian, Desserts, Healthy Food, Mithai",₹400 for two,3.2,jabalpur,civil-lines,https://www.zomato.com/jabalpur/haldirams-restaurant-napier-town/info,Open,No,Yes,6,54,400,Low,Casual
Jacksons Back In Time,"North Indian, Chinese, Mughlai, Kebab, Continental","₹1,500 for two",4.7,jabalpur,civil-lines,https://www.zomato.com/jabalpur/jacksons-back-in-time-civil-lines/info,Closed,Yes,Yes,5,54,1500,High,Luxury
HYTTE,"North Indian, Continental, Italian, Seafood, Biryani, Fast Food, Desserts","₹1,000 for two",,jabalpur,civil-lines,https://www.zomato.com/jabalpur/hytte-napier-town/info,Open,Yes,Yes,7,54,1000,Medium,Premium
House Of Blends,"Cafe, Coffee, Chinese, North Indian, Continental, Fast Food, Pizza, Bakery",₹600 for two,4.3,jabalpur,civil-lines,https://www.zomato.com/jabalpur/house-of-blends-wright-town/info,Open,No,No,8,54,600,Low,Casual
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,civil-lines,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,Yes,No,2,54,700,Medium,Premium
Hotel Vijan Palace,"Mughlai, North Indian, Street Food, Chinese, Fast Food",₹500 for two,3.8,jabalpur,civil-lines,https://www.zomato.com/jabalpur/hotel-vijan-palace-ganjipura/info,Open,No,No,5,54,500,Low,Casual
SK Fast Food,"Biryani, Fast Food, Chinese, Momos, Burger",₹250 for two,,jabalpur,civil-lines,https://www.zomato.com/jabalpur/sk-fast-food-ghamapur/info,Open,Yes,No,5,54,250,Low,Casual
Indian Coffee House,"North Indian, Chinese, South Indian, Mughlai, Street Food, Sandwich, Beverages",₹450 for two,3.1,jabalpur,civil-lines,https://www.zomato.com/jabalpur/indian-coffee-house-2-napier-town/info,Closed,Yes,No,7,54,450,Low,Casual
Starbucks Coffee,"Coffee, Cafe, Beverages",₹900 for two,4.5,jabalpur,civil-lines,https://www.zomato.com/jabalpur/starbucks-coffee-rampur/info,Closed,No,No,3,54,900,Medium,Premium
Haldiram's Restaurant,"North Indian, Fast Food, South Indian, Desserts, Healthy Food, Mithai",₹400 for two,3.2,jabalpur,civil-lines,https://www.zomato.com/jabalpur/haldirams-restaurant-napier-town/info,Open,No,Yes,6,54,400,Low,Casual
Jacksons Back In Time,"North Indian, Chinese, Mughlai, Kebab, Continental","₹1,500 for two",4.7,jabalpur,civil-lines,https://www.zomato.com/jabalpur/jacksons-back-in-time-civil-lines/info,Open,Yes,Yes,5,54,1500,High,Luxury
HYTTE,"North Indian, Continental, Italian, Seafood, Biryani, Fast Food, Desserts","₹1,000 for two",,jabalpur,civil-lines,https://www.zomato.com/jabalpur/hytte-napier-town/info,Open,No,No,7,54,1000,Medium,Premium
House Of Blends,"Cafe, Coffee, Chinese, North Indian, Continental, Fast Food, Pizza, Bakery",₹600 for two,4.3,jabalpur,civil-lines,https://www.zomato.com/jabalpur/house-of-blends-wright-town/info,Open,No,Yes,8,54,600,Low,Casual
Ice on Fire by Sukoon,"North Indian, Chinese",₹700 for two,,jabalpur,civil-lines,https://www.zomato.com/jabalpur/ice-on-fire-by-sukoon-lordganj/info,Open,No,No,2,54,700,Medium,Premium
Hotel Vijan Palace,"Mughlai, North Indian, Street Food, Chinese, Fast Food",₹500 for two,3.8,jabalpur,civil-lines,https://www.zomato.com/jabalpur/hotel-vijan-palace-ganjipura/info,Closed,No,No,5,54,500,Low,Casual
SK Fast Food,"Biryani, Fast Food, Chinese, Momos, Burger",₹250 for two,,jabalpur,civil-lines,https://www.zomato.com/jabalpur/sk-fast-food-ghamapur/info,Open,No,No,5,54,250,Low,Casual
Indian Coffee House,"North Indian, Chinese, South Indian, Mughlai, Street Food, Sandwich, Beverages",₹450 for two,3.1,jabalpur,civil-lines,https://www.zomato.com/jabalpur/indian-coffee-house-2-napier-town/info,Open,Yes,Yes,7,54,450,Low,Casual
Uncle's Restaurant,,₹200 for one,4.1,kottayam,pala,https://www.zomato.com/kottayam/uncles-restaurant-pala/order,Open,Yes,No,1,18,200,Low,Casual
KFC,,₹200 for one,4.1,kottayam,pala,https://www.zomato.com/kottayam/kfc-pala/order,Open,No,Yes,1,18,200,Low,Casual
Pizza Hut,,₹250 for one,4,kottayam,pala,https://www.zomato.com/kottayam/pizza-hut-pala/order,Open,No,Yes,1,18,250,Low,Casual
Achayan Bakers,,₹100 for one,3.5,kottayam,pala,https://www.zomato.com/kottayam/achayan-bakers-pala/order,Open,No,No,1,18,100,Low,Casual
Take & Taste Restaurant,,₹100 for one,4.4,kottayam,pala,https://www.zomato.com/kottayam/take-taste-restaurant-pala/order,Open,No,Yes,1,18,100,Low,Casual
Pala Food Court,,₹250 for one,4.3,kottayam,pala,https://www.zomato.com/kottayam/pala-food-court-1-pala/order,Open,Yes,No,1,18,250,Low,Casual
Navya Bake Shop,,₹100 for one,4.5,kottayam,pala,https://www.zomato.com/kottayam/navya-bake-shop-2-kottayam-locality/order,Open,Yes,Yes,1,18,100,Low,Casual
Lazza Ice Creams,,₹40 for one,4,kottayam,pala,https://www.zomato.com/kottayam/lazza-ice-creams-pala/order,Open,Yes,Yes,1,18,40,Low,Casual
Astoria Restaurant,,₹300 for one,4,kottayam,pala,https://www.zomato.com/kottayam/astoria-restaurant-pala/order,Open,Yes,Yes,1,18,300,Low,Casual
Uncle's Restaurant,,₹200 for one,4.1,kottayam,pala,https://www.zomato.com/kottayam/uncles-restaurant-pala/order,Open,Yes,Yes,1,18,200,Low,Casual
KFC,,₹200 for one,4.1,kottayam,pala,https://www.zomato.com/kottayam/kfc-pala/order,Open,No,No,1,18,200,Low,Casual
Pizza Hut,,₹250 for one,4,kottayam,pala,https://www.zomato.com/kottayam/pizza-hut-pala/order,Open,No,Yes,1,18,250,Low,Casual
Achayan Bakers,,₹100 for one,3.5,kottayam,pala,https://www.zomato.com/kottayam/achayan-bakers-pala/order,Open,No,Yes,1,18,100,Low,Casual
Take & Taste Restaurant,,₹100 for one,4.4,kottayam,pala,https://www.zomato.com/kottayam/take-taste-restaurant-pala/order,Open,No,Yes,1,18,100,Low,Casual
Pala Food Court,,₹250 for one,4.3,kottayam,pala,https://www.zomato.com/kottayam/pala-food-court-1-pala/order,Open,No,No,1,18,250,Low,Casual
Navya Bake Shop,,₹100 for one,4.5,kottayam,pala,https://www.zomato.com/kottayam/navya-bake-shop-2-kottayam-locality/order,Open,Yes,Yes,1,18,100,Low,Casual
Lazza Ice Creams,,₹40 for one,4,kottayam,pala,https://www.zomato.com/kottayam/lazza-ice-creams-pala/order,Open,No,No,1,18,40,Low,Casual
Astoria Restaurant,,₹300 for one,4,kottayam,pala,https://www.zomato.com/kottayam/astoria-restaurant-pala/order,Open,Yes,No,1,18,300,Low,Casual
Aiswarya Restaurant,,₹150 for one,4.1,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aiswarya-restaurant-kottayam-locality/order,Closed,Yes,No,1,18,150,Low,Casual
Aariyaas Grand,,₹100 for one,4,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aariyaas-grand-kottayam-locality/order,Open,No,Yes,1,18,100,Low,Casual
Patteri's Vadakkini,,₹40 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/patteris-vadakkini-kottayam-locality/order,Open,Yes,No,1,18,40,Low,Casual
Aariyaas Grand,,₹150 for one,4.1,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aariyaas-grand-2-kottayam-locality/order,Open,Yes,Yes,1,18,150,Low,Casual
Hotel Anand - Central Junction,,₹150 for one,4.4,kottayam,kottayam-locality,https://www.zomato.com/kottayam/hotel-anand-central-junction-kottayam-locality/order,Closed,Yes,No,1,18,150,Low,Casual
Hotel Annapoorna,,₹150 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/hotel-annapoorna-kottayam-locality/order,Open,Yes,Yes,1,18,150,Low,Casual
Brew And Chutney,,₹100 for one,4.5,kottayam,kottayam-locality,https://www.zomato.com/kottayam/brew-and-chutney-4-kottayam-locality/order,Closed,Yes,Yes,1,18,100,Low,Casual
Veettil Oonu,,₹100 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/veettil-oonu-kottayam-locality/order,Open,No,Yes,1,18,100,Low,Casual
Travancore Deli,,₹100 for one,3.8,kottayam,kottayam-locality,https://www.zomato.com/kottayam/travancore-deli-kottayam-locality/order,Open,Yes,No,1,18,100,Low,Casual
Aiswarya Restaurant,,₹150 for one,4.1,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aiswarya-restaurant-kottayam-locality/order,Closed,Yes,Yes,1,18,150,Low,Casual
Aariyaas Grand,,₹100 for one,4,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aariyaas-grand-kottayam-locality/order,Closed,Yes,No,1,18,100,Low,Casual
Patteri's Vadakkini,,₹40 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/patteris-vadakkini-kottayam-locality/order,Closed,No,Yes,1,18,40,Low,Casual
Aariyaas Grand,,₹150 for one,4.1,kottayam,kottayam-locality,https://www.zomato.com/kottayam/aariyaas-grand-2-kottayam-locality/order,Open,No,Yes,1,18,150,Low,Casual
Hotel Anand - Central Junction,,₹150 for one,4.4,kottayam,kottayam-locality,https://www.zomato.com/kottayam/hotel-anand-central-junction-kottayam-locality/order,Closed,No,No,1,18,150,Low,Casual
Hotel Annapoorna,,₹150 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/hotel-annapoorna-kottayam-locality/order,Open,No,Yes,1,18,150,Low,Casual
Brew And Chutney,,₹100 for one,4.5,kottayam,kottayam-locality,https://www.zomato.com/kottayam/brew-and-chutney-4-kottayam-locality/order,Closed,No,Yes,1,18,100,Low,Casual
Hotel Venus,,₹100 for one,3.7,kottayam,kottayam-locality,https://www.zomato.com/kottayam/hotel-venus-kottayam-locality/order,Open,No,Yes,1,18,100,Low,Casual
Veettil Oonu,,₹100 for one,4.3,kottayam,kottayam-locality,https://www.zomato.com/kottayam/veettil-oonu-kottayam-locality/order,Open,No,No,1,18,100,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,new-settlement,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,No,No,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,new-settlement,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Closed,Yes,Yes,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Open,Yes,Yes,2,18,300,Low,Casual
Pizza Hut,"Pizza, Italian",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/pizza-hut-inda/info,Open,Yes,Yes,2,18,300,Low,Casual
SNACK TIME,"Pizza, Burger",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/snack-time-iit-kharagpur/info,Open,Yes,No,2,18,300,Low,Casual
WOW! Chicken By WOW! Momo,"Burger, American, Fast Food, Asian, Beverages",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/wow-chicken-by-wow-momo-iit-kharagpur/info,Open,No,No,5,18,300,Low,Casual
Hotel Raj,"South Indian, Street Food, Desserts",₹150 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/hotel-raj-nimpura/info,Open,Yes,Yes,3,18,150,Low,Casual
Momoz,"Momos, Burger, Chinese, Fast Food, Sandwich, Street Food",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/momoz-inda/info,Open,No,No,6,18,300,Low,Casual
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/wow-china-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,new-settlement,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,Yes,Yes,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,new-settlement,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Closed,Yes,No,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Open,Yes,Yes,2,18,300,Low,Casual
Pizza Hut,"Pizza, Italian",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/pizza-hut-inda/info,Open,No,No,2,18,300,Low,Casual
SNACK TIME,"Pizza, Burger",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/snack-time-iit-kharagpur/info,Open,Yes,Yes,2,18,300,Low,Casual
WOW! Chicken By WOW! Momo,"Burger, American, Fast Food, Asian, Beverages",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/wow-chicken-by-wow-momo-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Hotel Raj,"South Indian, Street Food, Desserts",₹150 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/hotel-raj-nimpura/info,Closed,Yes,No,3,18,150,Low,Casual
Momoz,"Momos, Burger, Chinese, Fast Food, Sandwich, Street Food",₹300 for two,,kharagpur,new-settlement,https://www.zomato.com/kharagpur/momoz-inda/info,Open,Yes,Yes,6,18,300,Low,Casual
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,3.9,kharagpur,new-settlement,https://www.zomato.com/kharagpur/wow-china-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,malancha,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,No,Yes,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,malancha,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Closed,No,Yes,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Open,Yes,No,2,18,300,Low,Casual
SNACK TIME,"Pizza, Burger",₹300 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/snack-time-iit-kharagpur/info,Open,No,No,2,18,300,Low,Casual
WOW! Chicken By WOW! Momo,"Burger, American, Fast Food, Asian, Beverages",₹300 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/wow-chicken-by-wow-momo-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Hotel Raj,"South Indian, Street Food, Desserts",₹150 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/hotel-raj-nimpura/info,Open,No,Yes,3,18,150,Low,Casual
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/wow-china-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Kharagpur Social Cafe And  Restaurant,"Fast Food, Pizza, Burger, Chinese",₹350 for two,3.7,kharagpur,malancha,https://www.zomato.com/kharagpur/kharagpur-social-cafe-and-restaurant-iit-kharagpur/info,Open,No,Yes,4,18,350,Low,Casual
Food City,"Fast Food, Chinese",₹200 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/food-city-iit-kharagpur/info,Open,No,No,2,18,200,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,malancha,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,Yes,No,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,malancha,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Open,Yes,Yes,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Open,No,No,2,18,300,Low,Casual
SNACK TIME,"Pizza, Burger",₹300 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/snack-time-iit-kharagpur/info,Open,No,No,2,18,300,Low,Casual
WOW! Chicken By WOW! Momo,"Burger, American, Fast Food, Asian, Beverages",₹300 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/wow-chicken-by-wow-momo-iit-kharagpur/info,Open,Yes,Yes,5,18,300,Low,Casual
Hotel Raj,"South Indian, Street Food, Desserts",₹150 for two,,kharagpur,malancha,https://www.zomato.com/kharagpur/hotel-raj-nimpura/info,Open,Yes,Yes,3,18,150,Low,Casual
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/wow-china-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Kharagpur Social Cafe And  Restaurant,"Fast Food, Pizza, Burger, Chinese",₹350 for two,3.7,kharagpur,malancha,https://www.zomato.com/kharagpur/kharagpur-social-cafe-and-restaurant-iit-kharagpur/info,Open,Yes,No,4,18,350,Low,Casual
Food City,"Fast Food, Chinese",₹200 for two,3.9,kharagpur,malancha,https://www.zomato.com/kharagpur/food-city-iit-kharagpur/info,Open,Yes,Yes,2,18,200,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,Yes,Yes,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Closed,No,No,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Closed,Yes,Yes,2,18,300,Low,Casual
SNACK TIME,"Pizza, Burger",₹300 for two,,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/snack-time-iit-kharagpur/info,Open,Yes,Yes,2,18,300,Low,Casual
WOW! Chicken By WOW! Momo,"Burger, American, Fast Food, Asian, Beverages",₹300 for two,,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/wow-chicken-by-wow-momo-iit-kharagpur/info,Open,No,No,5,18,300,Low,Casual
Hotel Raj,"South Indian, Street Food, Desserts",₹150 for two,,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/hotel-raj-nimpura/info,Closed,Yes,No,3,18,150,Low,Casual
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,3.9,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/wow-china-iit-kharagpur/info,Open,No,Yes,5,18,300,Low,Casual
Kharagpur Social Cafe And  Restaurant,"Fast Food, Pizza, Burger, Chinese",₹350 for two,3.7,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/kharagpur-social-cafe-and-restaurant-iit-kharagpur/info,Open,No,Yes,4,18,350,Low,Casual
Food City,"Fast Food, Chinese",₹200 for two,3.9,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/food-city-iit-kharagpur/info,Open,No,Yes,2,18,200,Low,Casual
Cafe Coffee Day,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",₹400 for two,3.4,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/cafe-coffee-day-iit-kharagpur/info,Open,No,Yes,8,18,400,Low,Casual
New Murgan Vilas Restaurant,"South Indian, Mithai, Beverages",₹150 for two,3.8,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/new-murgan-vilas-restaurant-new-settlement/info,Closed,Yes,Yes,3,18,150,Low,Casual
Amigos Restaurant,"Biryani, South Indian",₹300 for two,3.9,kharagpur,iit-kharagpur,https://www.zomato.com/kharagpur/amigos-restaurant-2-iit-kharagpur/info,Open,No,Yes,2,18,300,Low,Casual
