name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking
Sherwani Hill Top,"Chinese, Continental, North Indian","₹1,400 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/sherwani-hill-top-sherwani/info,Open,Yes,Yes
Gardenia - Hotel Manu Maharani,"North Indian, South Indian","₹1,000 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/gardenia-hotel-manu-maharani-sherwani/info,Open,Yes,No
Green Oak Restaurant,North Indian,"₹1,400 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/green-oak-restaurant-sherwani/info,Open,No,Yes
Sanchi Breakfast Point,Fast Food,₹300 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/sanchi-breakfast-point-sherwani/info,Open,No,Yes
Kamalnath Dhaba,Fast Food,₹150 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/kamalnath-dhaba-ayarpatta/info,Open,Yes,Yes
Khana Khazana,North Indian,₹300 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/khana-khazana-tallital/info,Open,Yes,Yes
Laxmi Chinese Restaurant,North Indian,₹700 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/laxmi-chinese-restaurant-mall-road/info,Open,Yes,No
Anand Sweets House,Mithai,₹200 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/anand-sweets-house-tallital/info,Open,Yes,Yes
Bisht Mishtan Bhandar,Mithai,₹300 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/bisht-mishtan-bhandar-tallital/info,Open,Yes,No
Sherwani Hill Top,"Chinese, Continental, North Indian","₹1,400 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/sherwani-hill-top-sherwani/info,Open,No,No
Gardenia - Hotel Manu Maharani,"North Indian, South Indian","₹1,000 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/gardenia-hotel-manu-maharani-sherwani/info,Open,No,No
Green Oak Restaurant,North Indian,"₹1,400 for two",4.1,nainital,ayarpatta,https://www.zomato.com/nainital/green-oak-restaurant-sherwani/info,Open,No,Yes
Sanchi Breakfast Point,Fast Food,₹300 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/sanchi-breakfast-point-sherwani/info,Open,Yes,Yes
Kamalnath Dhaba,Fast Food,₹150 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/kamalnath-dhaba-ayarpatta/info,Open,Yes,No
Khana Khazana,North Indian,₹300 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/khana-khazana-tallital/info,Open,No,No
Laxmi Chinese Restaurant,North Indian,₹700 for two,,nainital,ayarpatta,https://www.zomato.com/nainital/laxmi-chinese-restaurant-mall-road/info,Open,Yes,Yes
Anand Sweets House,Mithai,₹200 for two,,nainital,sherwani,https://www.zomato.com/nainital/anand-sweets-house-tallital/info,Open,Yes,No
Bisht Mishtan Bhandar,Mithai,₹300 for two,,nainital,sherwani,https://www.zomato.com/nainital/bisht-mishtan-bhandar-tallital/info,Open,No,Yes
Sherwani Hill Top,"Chinese, Continental, North Indian","₹1,400 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/sherwani-hill-top-sherwani/info,Open,Yes,No
Gardenia - Hotel Manu Maharani,"North Indian, South Indian","₹1,000 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/gardenia-hotel-manu-maharani-sherwani/info,Open,Yes,No
Green Oak Restaurant,North Indian,"₹1,400 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/green-oak-restaurant-sherwani/info,Open,No,No
Sanchi Breakfast Point,Fast Food,₹300 for two,,nainital,sherwani,https://www.zomato.com/nainital/sanchi-breakfast-point-sherwani/info,Open,No,No
7 Spices,"Cafe, Coffee, Shake, North Indian, Sandwich, Chinese, Momos, Beverages","₹1,000 for two",,nainital,sherwani,https://www.zomato.com/nainital/7-spices-sherwani/info,Open,No,Yes
Narendra Dangwalji Hotel,North Indian,₹400 for two,,nainital,sherwani,https://www.zomato.com/nainital/narendra-dangwalji-hotel-sherwani/info,Open,Yes,Yes
Dev Restaurant And Marraige Hall,North Indian,₹700 for two,,nainital,sherwani,https://www.zomato.com/nainital/dev-restaurant-and-marraige-hall-sherwani/info,Closed,Yes,Yes
Anand Sweets House,Mithai,₹200 for two,,nainital,sherwani,https://www.zomato.com/nainital/anand-sweets-house-tallital/info,Open,No,No
Bisht Mishtan Bhandar,Mithai,₹300 for two,,nainital,sherwani,https://www.zomato.com/nainital/bisht-mishtan-bhandar-tallital/info,Open,Yes,No
Sherwani Hill Top,"Chinese, Continental, North Indian","₹1,400 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/sherwani-hill-top-sherwani/info,Open,Yes,Yes
Gardenia - Hotel Manu Maharani,"North Indian, South Indian","₹1,000 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/gardenia-hotel-manu-maharani-sherwani/info,Open,No,No
Green Oak Restaurant,North Indian,"₹1,400 for two",4.1,nainital,sherwani,https://www.zomato.com/nainital/green-oak-restaurant-sherwani/info,Open,Yes,Yes
Sanchi Breakfast Point,Fast Food,₹300 for two,,nainital,sherwani,https://www.zomato.com/nainital/sanchi-breakfast-point-sherwani/info,Open,Yes,No
7 Spices,"Cafe, Coffee, Shake, North Indian, Sandwich, Chinese, Momos, Beverages","₹1,000 for two",,nainital,sherwani,https://www.zomato.com/nainital/7-spices-sherwani/info,Open,Yes,No
Narendra Dangwalji Hotel,North Indian,₹400 for two,,nainital,sherwani,https://www.zomato.com/nainital/narendra-dangwalji-hotel-sherwani/info,Closed,No,Yes
Dev Restaurant And Marraige Hall,North Indian,₹700 for two,,nainital,sherwani,https://www.zomato.com/nainital/dev-restaurant-and-marraige-hall-sherwani/info,Closed,Yes,No
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,gugai,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,No,Yes
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,gugai,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,No,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,gugai,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,No,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,gugai,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,Yes,Yes
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,gugai,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,No,No
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,gugai,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,Yes,No
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,gugai,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,No,No
Vilwadri's Amirtham,"South Indian, North Indian, Chinese, Desserts, Beverages",₹450 for two,3.1,salem,gugai,https://www.zomato.com/salem/vilwadris-amirtham-alagapuram-pudur/info,Open,No,No
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,gugai,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,No,No
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,gugai,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,No,Yes
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,gugai,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,No,Yes
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,gugai,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,Yes,Yes
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,gugai,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,Yes,No
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,gugai,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,Yes,Yes
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,gugai,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,Yes,No
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,gugai,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,No,Yes
Vilwadri's Amirtham,"South Indian, North Indian, Chinese, Desserts, Beverages",₹450 for two,3.1,salem,gugai,https://www.zomato.com/salem/vilwadris-amirtham-alagapuram-pudur/info,Open,No,No
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,gugai,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,seelanaickenpatti,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,Yes
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,seelanaickenpatti,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,Yes,No
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,seelanaickenpatti,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,No,Yes
Hotel Sarathy,South Indian,₹200 for two,4.2,salem,seelanaickenpatti,https://www.zomato.com/salem/hotel-sarathy-kitchipalayam/info,Open,Yes,Yes
Arun Ice Creams,"Ice Cream, Desserts",₹150 for two,,salem,seelanaickenpatti,https://www.zomato.com/salem/arun-ice-creams-shevapet/info,Open,Yes,Yes
Sri Nandthi Bhavan,"South Indian, Chinese",₹300 for two,3.9,salem,seelanaickenpatti,https://www.zomato.com/salem/sri-nandthi-bhavan-kondalampatti/info,Open,No,No
Hotel Shiv Sai Vihar,South Indian,₹350 for two,3.8,salem,seelanaickenpatti,https://www.zomato.com/salem/hotel-shiv-sai-vihar-gugai/info,Open,No,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.6,salem,seelanaickenpatti,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-shevapet/info,Open,No,No
Shri Gupta Sweets,"Chinese, Mithai, Street Food, South Indian",₹700 for two,4,salem,seelanaickenpatti,https://www.zomato.com/salem/shri-gupta-sweets-2-shevapet/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,seelanaickenpatti,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,No,Yes
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,seelanaickenpatti,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,No,Yes
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,seelanaickenpatti,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,No,No
Hotel Sarathy,South Indian,₹200 for two,4.2,salem,seelanaickenpatti,https://www.zomato.com/salem/hotel-sarathy-kitchipalayam/info,Open,Yes,No
Arun Ice Creams,"Ice Cream, Desserts",₹150 for two,,salem,seelanaickenpatti,https://www.zomato.com/salem/arun-ice-creams-shevapet/info,Open,Yes,Yes
Sri Nandthi Bhavan,"South Indian, Chinese",₹300 for two,3.9,salem,seelanaickenpatti,https://www.zomato.com/salem/sri-nandthi-bhavan-kondalampatti/info,Open,No,Yes
Hotel Shiv Sai Vihar,South Indian,₹350 for two,3.8,salem,seelanaickenpatti,https://www.zomato.com/salem/hotel-shiv-sai-vihar-gugai/info,Open,Yes,Yes
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.6,salem,seelanaickenpatti,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-shevapet/info,Open,No,No
Shri Gupta Sweets,"Chinese, Mithai, Street Food, South Indian",₹700 for two,4,salem,seelanaickenpatti,https://www.zomato.com/salem/shri-gupta-sweets-2-shevapet/info,Open,No,Yes
Rasipuram Amman Hotel,South Indian,₹350 for two,3.5,salem,rasipuram,https://www.zomato.com/salem/rasipuram-amman-hotel-1-rasipuram/info,Open,Yes,Yes
Narpavi Hotel,"South Indian, Chinese, Biryani",₹250 for two,3.2,salem,rasipuram,https://www.zomato.com/salem/narpavi-hotel-1-rasipuram/info,Open,No,No
Hotel R D Biryani,"Biryani, South Indian, Chinese",₹250 for two,3.2,salem,rasipuram,https://www.zomato.com/salem/hotel-r-d-biryani-rasipuram/info,Open,Yes,No
A To Z Veg & Non Veg Corner,"Chinese, South Indian, Sichuan",₹400 for two,,salem,rasipuram,https://www.zomato.com/salem/a-to-z-veg-non-veg-corner-rasipuram/info,Open,No,No
Sri Saravan Bhavan,"South Indian, Chinese, Sichuan",₹500 for two,,salem,rasipuram,https://www.zomato.com/salem/sri-saravan-bhavan-rasipuram/info,Open,No,Yes
Anbu Icecreams,"Ice Cream, North Indian, Street Food",₹200 for two,,salem,rasipuram,https://www.zomato.com/salem/anbu-icecreams-rasipuram/info,Open,Yes,No
Black Pekoe Tea,Tea,₹100 for two,,salem,rasipuram,https://www.zomato.com/salem/black-pekoe-tea-rasipuram/info,Open,No,No
Tea Time,"Tea, Fast Food",₹200 for two,,salem,rasipuram,https://www.zomato.com/salem/tea-time-rasipuram/info,Open,No,No
Amman Biryani,"North Indian, Chettinad, Chinese, Biryani, Sichuan, Fast Food",₹300 for two,4.3,salem,rasipuram,https://www.zomato.com/salem/amman-biryani-rasipuram/info,Open,Yes,Yes
Rasipuram Amman Hotel,South Indian,₹350 for two,3.5,salem,rasipuram,https://www.zomato.com/salem/rasipuram-amman-hotel-1-rasipuram/info,Open,No,Yes
Narpavi Hotel,"South Indian, Chinese, Biryani",₹250 for two,3.2,salem,rasipuram,https://www.zomato.com/salem/narpavi-hotel-1-rasipuram/info,Open,Yes,No
Hotel R D Biryani,"Biryani, South Indian, Chinese",₹250 for two,3.2,salem,rasipuram,https://www.zomato.com/salem/hotel-r-d-biryani-rasipuram/info,Open,No,No
A To Z Veg & Non Veg Corner,"Chinese, South Indian, Sichuan",₹400 for two,,salem,rasipuram,https://www.zomato.com/salem/a-to-z-veg-non-veg-corner-rasipuram/info,Open,No,Yes
Sri Saravan Bhavan,"South Indian, Chinese, Sichuan",₹500 for two,,salem,rasipuram,https://www.zomato.com/salem/sri-saravan-bhavan-rasipuram/info,Open,No,Yes
Anbu Icecreams,"Ice Cream, North Indian, Street Food",₹200 for two,,salem,rasipuram,https://www.zomato.com/salem/anbu-icecreams-rasipuram/info,Open,No,Yes
Black Pekoe Tea,Tea,₹100 for two,,salem,rasipuram,https://www.zomato.com/salem/black-pekoe-tea-rasipuram/info,Open,No,Yes
Tea Time,"Tea, Fast Food",₹200 for two,,salem,rasipuram,https://www.zomato.com/salem/tea-time-rasipuram/info,Open,Yes,No
Amman Biryani,"North Indian, Chettinad, Chinese, Biryani, Sichuan, Fast Food",₹300 for two,4.3,salem,rasipuram,https://www.zomato.com/salem/amman-biryani-rasipuram/info,Open,Yes,Yes
Tangerine,"Italian, South Indian, Chinese, North Indian, Arabian, Continental","₹1,000 for two",4.6,salem,narasothipatti,https://www.zomato.com/salem/tangerine-narasothipatti/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,narasothipatti,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,No
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,narasothipatti,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,No,Yes
A2B - Adyar Ananda Bhavan,"North Indian, South Indian",₹300 for two,3.7,salem,narasothipatti,https://www.zomato.com/salem/a2b-adyar-ananda-bhavan-suramangalam/info,Open,Yes,Yes
Seasons -Grand Estancia.,"Chinese, Biryani, North Indian, South Indian, Italian, Continental, Desserts","₹1,000 for two",3.7,salem,narasothipatti,https://www.zomato.com/salem/seasons-grand-estancia-narasothipatti/info,Open,No,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,No,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,Yes,No
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,No,Yes
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,narasothipatti,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,Yes,No
Tangerine,"Italian, South Indian, Chinese, North Indian, Arabian, Continental","₹1,000 for two",4.6,salem,narasothipatti,https://www.zomato.com/salem/tangerine-narasothipatti/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,narasothipatti,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,No
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,narasothipatti,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,Yes,Yes
A2B - Adyar Ananda Bhavan,"North Indian, South Indian",₹300 for two,3.7,salem,narasothipatti,https://www.zomato.com/salem/a2b-adyar-ananda-bhavan-suramangalam/info,Open,Yes,No
Seasons -Grand Estancia.,"Chinese, Biryani, North Indian, South Indian, Italian, Continental, Desserts","₹1,000 for two",3.7,salem,narasothipatti,https://www.zomato.com/salem/seasons-grand-estancia-narasothipatti/info,Open,Yes,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,No,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,No,Yes
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,narasothipatti,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,Yes,Yes
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,narasothipatti,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,shevapet,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,Yes
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,shevapet,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,Yes,No
A2B - Adyar Ananda Bhavan,"North Indian, South Indian",₹300 for two,3.7,salem,shevapet,https://www.zomato.com/salem/a2b-adyar-ananda-bhavan-suramangalam/info,Open,Yes,No
Seasons -Grand Estancia.,"Chinese, Biryani, North Indian, South Indian, Italian, Continental, Desserts","₹1,000 for two",3.7,salem,shevapet,https://www.zomato.com/salem/seasons-grand-estancia-narasothipatti/info,Open,No,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,shevapet,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,No,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,shevapet,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,No,No
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,shevapet,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,No,No
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,shevapet,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,Yes,No
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,shevapet,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,No,No
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,shevapet,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,Yes
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,shevapet,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,Yes,Yes
A2B - Adyar Ananda Bhavan,"North Indian, South Indian",₹300 for two,3.7,salem,shevapet,https://www.zomato.com/salem/a2b-adyar-ananda-bhavan-suramangalam/info,Open,Yes,Yes
Seasons -Grand Estancia.,"Chinese, Biryani, North Indian, South Indian, Italian, Continental, Desserts","₹1,000 for two",3.7,salem,shevapet,https://www.zomato.com/salem/seasons-grand-estancia-narasothipatti/info,Open,Yes,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,shevapet,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,Yes,Yes
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,shevapet,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,No,No
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,shevapet,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,No,Yes
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,shevapet,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,No,Yes
Sivaraj Holiday Inn,"Biryani, South Indian, North Indian, Chinese, Arabian, Sichuan","₹1,000 for two",4.5,salem,shevapet,https://www.zomato.com/salem/sivaraj-holiday-inn-suramangalam/info,Open,No,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,ammapet,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,No,Yes
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,ammapet,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,Yes,No
Vilwadri's Amirtham,"South Indian, North Indian, Chinese, Desserts, Beverages",₹450 for two,3.1,salem,ammapet,https://www.zomato.com/salem/vilwadris-amirtham-alagapuram-pudur/info,Open,Yes,No
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,ammapet,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,No,Yes
Hotel Sarathy,South Indian,₹200 for two,4.2,salem,ammapet,https://www.zomato.com/salem/hotel-sarathy-kitchipalayam/info,Open,No,No
Hotel Shri Anandhas,South Indian,₹350 for two,4.1,salem,ammapet,https://www.zomato.com/salem/hotel-shri-anandhas-periyakollappatty/info,Open,Yes,No
Varsity Kitchen,"North Indian, Fast Food, Sichuan",₹500 for two,4,salem,ammapet,https://www.zomato.com/salem/varsity-kitchen-periyakollappatty/info,Closed,No,No
Arun Ice Creams,"Ice Cream, Desserts",₹150 for two,,salem,ammapet,https://www.zomato.com/salem/arun-ice-creams-shevapet/info,Open,Yes,Yes
Hotel Shiv Sai Vihar,South Indian,₹350 for two,3.8,salem,ammapet,https://www.zomato.com/salem/hotel-shiv-sai-vihar-gugai/info,Open,Yes,Yes
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,ammapet,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,Yes,No
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,ammapet,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,Yes,No
Vilwadri's Amirtham,"South Indian, North Indian, Chinese, Desserts, Beverages",₹450 for two,3.1,salem,ammapet,https://www.zomato.com/salem/vilwadris-amirtham-alagapuram-pudur/info,Open,No,Yes
Lakshmi Sweets,"Desserts, Bakery",₹200 for two,4.1,salem,ammapet,https://www.zomato.com/salem/lakshmi-sweets-gugai/info,Open,No,Yes
Hotel Sarathy,South Indian,₹200 for two,4.2,salem,ammapet,https://www.zomato.com/salem/hotel-sarathy-kitchipalayam/info,Open,Yes,Yes
Hotel Shri Anandhas,South Indian,₹350 for two,4.1,salem,ammapet,https://www.zomato.com/salem/hotel-shri-anandhas-periyakollappatty/info,Open,Yes,No
Varsity Kitchen,"North Indian, Fast Food, Sichuan",₹500 for two,4,salem,ammapet,https://www.zomato.com/salem/varsity-kitchen-periyakollappatty/info,Open,No,No
Arun Ice Creams,"Ice Cream, Desserts",₹150 for two,,salem,ammapet,https://www.zomato.com/salem/arun-ice-creams-shevapet/info,Open,No,No
Hotel Shiv Sai Vihar,South Indian,₹350 for two,3.8,salem,ammapet,https://www.zomato.com/salem/hotel-shiv-sai-vihar-gugai/info,Open,Yes,No
Tangerine,"Italian, South Indian, Chinese, North Indian, Arabian, Continental","₹1,000 for two",4.6,salem,alagapuram-pudur,https://www.zomato.com/salem/tangerine-narasothipatti/info,Open,No,No
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,alagapuram-pudur,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,No
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,alagapuram-pudur,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,No,No
A2B - Adyar Ananda Bhavan,"North Indian, South Indian",₹300 for two,3.7,salem,alagapuram-pudur,https://www.zomato.com/salem/a2b-adyar-ananda-bhavan-suramangalam/info,Open,No,Yes
Seasons -Grand Estancia.,"Chinese, Biryani, North Indian, South Indian, Italian, Continental, Desserts","₹1,000 for two",3.7,salem,alagapuram-pudur,https://www.zomato.com/salem/seasons-grand-estancia-narasothipatti/info,Open,Yes,No
Misthan By Shree Gupta Sweets,"Street Food, Indo-Chinese, Sandwich, Gujarati, Mithai, North Indian, Chinese, Fast Food",₹700 for two,4.3,salem,alagapuram-pudur,https://www.zomato.com/salem/misthan-by-shree-gupta-sweets-suramangalam/info,Open,Yes,No
Sri Saivihar,"South Indian, Chinese",₹400 for two,4.3,salem,alagapuram-pudur,https://www.zomato.com/salem/sri-saivihar-alagapuram-pudur/info,Open,Yes,No
Lakshmi Hotels,"South Indian, North Indian",₹200 for two,4.3,salem,alagapuram-pudur,https://www.zomato.com/salem/lakshmi-hotels-gugai/info,Open,No,Yes
Lakshmi Hotels,"South Indian, Bakery",₹200 for two,4.3,salem,alagapuram-pudur,https://www.zomato.com/salem/lakshmi-hotels-suramangalam/info,Open,Yes,No
Tangerine,"Italian, South Indian, Chinese, North Indian, Arabian, Continental","₹1,000 for two",4.6,salem,alagapuram-pudur,https://www.zomato.com/salem/tangerine-narasothipatti/info,Open,Yes,Yes
Henry & Wolsey,"Bakery, Mithai",₹400 for two,4.8,salem,alagapuram-pudur,https://www.zomato.com/salem/henry-wolsey-shevapet/info,Open,Yes,Yes
Sri Saravana Bhavan Aasai Dosai,"Chinese, North Indian, South Indian","₹1,000 for two",4.1,salem,alagapuram-pudur,https://www.zomato.com/salem/sri-saravana-bhavan-aasai-dosai-suramangalam/info,Open,No,Yes
